Ticker,Sector,CUSIP,Related Tickers,Name,Exchange,Ticker Change Date,Last Updated,Industry,SIC,Currency,First Added,Location,Perma Ticker,Fama Industry,Delisted From,Prior Tickers,Is Foreign
CAC,Financial,133034108,None,CAMDEN NATIONAL CORP,NASDAQ,None,5/6/17,Regional - Northeast Banks,6021,USD,1/13/15,"MAINE, U.S.A",198654,Banking,None,None,N
CACC,Financial,225310101,None,CREDIT ACCEPTANCE CORP,NASDAQ,None,5/1/17,Credit Services,6141,USD,10/16/14,"MICHIGAN, U.S.A",197810,Banking,None,None,N
CACI,Services,127190304,None,CACI INTERNATIONAL INC,NYSE,None,5/5/17,Technical Services,7373,USD,10/10/14,"VIRGINIA, U.S.A",199881,Computers,None,None,N
CACQ,Services,12768T103,None,Caesars Acquisition Co,NASDAQ,None,5/2/17,Lodging,7011,USD,5/26/15,"NEVADA, U.S.A",191471,"Restaraunts, Hotels, Motels",None,None,N
CADC,Industrial Goods,"169,365,202,169,365,000",None,"China Advanced Construction Materials Group, Inc",NASDAQ,None,5/15/17,General Contractors,1700,USD,12/16/14,CHINA,194095,Construction,None,None,N
CADE,None,None,None,Cadence Bancorporation,NYSE,None,5/26/17,None,6021,USD,5/26/17,"TEXAS, U.S.A",124126,Banking,None,None,N
CAFD,Utilities,282539105,None,8point3 Energy Partners LP,NASDAQ,None,4/6/17,Diversified Utilities,4911,USD,3/5/17,"CALIFORNIA, U.S.A",124369,Utilities,None,None,N
CAG,Consumer Goods,205887102,None,CONAGRA BRANDS INC.,NYSE,None,6/14/17,Processed & Packaged Goods,2000,USD,9/23/14,"ILLINOIS, U.S.A",199823,Food Products,None,None,N
CAH,Services,14149Y108,None,CARDINAL HEALTH INC,NYSE,None,5/2/17,Drugs Wholesale,5122,USD,9/24/14,"OHIO, U.S.A",198823,Wholesale,None,None,N
CAI,Services,12477X106,CAP,"CAI International, Inc.",NYSE,11/6/15,5/5/17,Rental & Leasing Services,7359,USD,10/28/14,"CALIFORNIA, U.S.A",194144,Business Services,None,CAP,N
CAKE,Services,163072101,None,CHEESECAKE FACTORY INC,NASDAQ,None,5/11/17,Restaurants,5812,USD,9/30/14,"CALIFORNIA, U.S.A",197780,"Restaraunts, Hotels, Motels",None,None,N
CAL,Services,"115736100,129500104,75601W104",BWS,CALERES INC,NYSE,6/10/15,6/7/17,"Specialty Retail, Other",3140,USD,3/19/15,"MISSOURI, U.S.A",199889,Consumer Goods,None,BWS,N
CALA,Healthcare,13089P101,None,"Calithera Biosciences, Inc.",NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,11/23/16,"CALIFORNIA, U.S.A",124520,Pharmaceutical Products,None,None,N
CALD,Technology,13123E500,None,CALLIDUS SOFTWARE INC,NASDAQ,None,5/6/17,Business Software & Services,7371,USD,10/21/14,"CALIFORNIA, U.S.A",196880,Business Services,None,None,N
CALI,Industrial Goods,16936J202,None,China Auto Logistics Inc,NASDAQ,None,5/15/17,Auto Parts,5010,USD,4/2/15,CHINA,194558,Wholesale,None,None,N
CALL,Technology,M6787E101,None,MAGICJACK VOCALTEC LTD,NASDAQ,None,5/10/17,Telecom Services - Domestic,4813,USD,10/21/14,ISRAEL,197130,Communication,None,None,N
CALM,Consumer Goods,128030202,None,CAL-MAINE FOODS INC,NASDAQ,None,3/27/17,Food - Major Diversified,200,USD,3/18/15,"MISSISSIPPI, U.S.A",199879,Agriculture,None,None,N
CALX,Technology,13100M509,None,"CALIX, INC",NYSE,None,5/10/17,Communication Equipment,4899,USD,10/28/14,"CALIFORNIA, U.S.A",193912,Communication,None,None,N
CAMP,Technology,128126109,None,CalAmp Corp.,NASDAQ,None,5/15/17,Communication Equipment,3663,USD,10/13/14,"CALIFORNIA, U.S.A",198758,Electronic Equipment,None,None,N
CANB,None,None,WRAP,"Canbiola, Inc.",OTCMKTS,5/23/17,5/23/17,None,7372,USD,4/11/17,"UNITED STATES, U.S.A",124250,Business Services,None,WRAP,N
CAPA,None,None,None,"Capital Art, Inc.",OTCMKTS,None,6/19/17,None,5990,USD,7/4/15,"NEVADA, U.S.A",124370,Retail,None,None,N
CAPL,Basic Materials,"524814100,22758A105",None,CrossAmerica Partners LP,NYSE,None,5/9/17,Oil & Gas Refining & Marketing,5172,USD,4/14/15,"PENNSYLVANIA, U.S.A",192051,Wholesale,None,None,N
CAR,Services,53774105,None,"AVIS BUDGET GROUP, INC.",NASDAQ,None,5/4/17,Rental & Leasing Services,7510,USD,11/23/15,"NEW JERSEY, U.S.A",198801,Personal Services,None,None,N
CARA,Healthcare,140755109,None,"Cara Therapeutics, Inc.",NASDAQ,None,5/7/17,Drug Manufacturers - Other,2834,USD,5/23/15,"CONNECTICUT, U.S.A",186123,Pharmaceutical Products,None,None,N
CARB,Services,141337105,None,Carbonite Inc,NASDAQ,None,5/10/17,Business Services,7374,USD,10/28/14,"MASSACHUSETTS, U.S.A",194693,Business Services,None,None,N
CARO,Financial,143873107,None,CAROLINA FINANCIAL CORP,NASDAQ,None,5/6/17,Asset Management,6022,USD,2/8/16,"SOUTH CAROLINA, U.S.A",187680,Banking,None,None,N
CARS,None,None,None,Cars.com Inc.,NYSE,None,6/20/17,None,7374,USD,6/20/17,"ILLINOIS, U.S.A",124103,Business Services,None,None,N
CART,None,"144200102,14422P105",None,"Carolina Trust BancShares, Inc.",NASDAQ,None,5/12/17,None,6022,USD,3/28/17,"NORTH CAROLINA, U.S.A",124292,Banking,None,None,N
CARV,Financial,146875604,None,CARVER BANCORP INC,NASDAQ,None,2/18/17,Investment Brokerage - National,6035,USD,1/12/15,"NEW YORK, U.S.A",197054,Banking,None,None,N
CASC,Healthcare,"682324108,14740B101,14740B606",ONTY,"Cascadian Therapeutics, Inc.",NASDAQ,7/2/16,5/9/17,Biotechnology,8731,USD,1/6/15,"WASHINGTON, U.S.A",193824,Business Services,None,ONTY,N
CASH,Financial,59100U108,None,META FINANCIAL GROUP INC,NASDAQ,None,5/8/17,Savings & Loans,6035,USD,11/3/14,"SOUTH DAKOTA, U.S.A",197611,Banking,None,None,N
CASI,Healthcare,"29382F202,14757U109,29382F103",ENMD,"CASI Pharmaceuticals, Inc.",NASDAQ,None,5/15/17,Drugs - Generic,2836,USD,12/4/14,"MARYLAND, U.S.A",197697,Pharmaceutical Products,None,None,N
CASS,Services,14808P109,None,CASS INFORMATION SYSTEMS INC,NASDAQ,None,5/4/17,Business Services,7389,USD,10/12/14,"MISSOURI, U.S.A",198918,Business Services,None,None,N
CASY,Services,147528103,None,CASEYS GENERAL STORES INC,NASDAQ,None,3/6/17,Grocery Stores,5500,USD,10/13/14,"IOWA, U.S.A",198780,Retail,None,None,N
CAT,Industrial Goods,149123101,None,CATERPILLAR INC,NYSE,None,6/14/17,Diversified Machinery,3531,USD,10/3/14,"ILLINOIS, U.S.A",199869,Machinery,None,None,N
CATB,Healthcare,14875P107,None,CATABASIS PHARMACEUTICALS INC,NASDAQ,None,5/11/17,Drug Manufacturers - Other,2834,USD,3/22/16,"MASSACHUSETTS, U.S.A",165479,Pharmaceutical Products,None,None,N
CATM,Services,"14161H108,G1991C105",None,Cardtronics plc,NASDAQ,None,5/4/17,Business Services,7389,USD,10/27/14,"TEXAS, U.S.A",195247,Business Services,None,None,N
CATO,Services,149205106,CTR,CATO CORP,NYSE,None,5/24/17,Apparel Stores,5621,USD,3/19/15,"NORTH CAROLINA, U.S.A",199868,Retail,None,None,N
CATS,Healthcare,"44919F104,149049405","HYTM,HTM","CATASYS, INC.",NASDAQ,None,5/15/17,Specialized Health Services,8090,USD,11/24/15,"CALIFORNIA, U.S.A",195860,Healthcare,None,None,N
CATY,Financial,149150104,None,CATHAY GENERAL BANCORP,NASDAQ,None,5/8/17,Regional - Pacific Banks,6022,USD,9/30/14,"CALIFORNIA, U.S.A",198041,Banking,None,None,N
CAVM,Technology,"14964U108,14965A101",None,"CAVIUM, INC.",NASDAQ,None,5/1/17,Semiconductor - Broad Line,3674,USD,10/24/14,"CALIFORNIA, U.S.A",195558,Electronic Equipment,None,None,N
CAW,Consumer Goods,124867102,None,CCA INDUSTRIES INC,NYSEMKT,None,4/17/17,Personal Products,2844,USD,4/5/15,"NEW JERSEY, U.S.A",198822,Consumer Goods,None,None,N
CB,Financial,"H0023R105,H1467J104,G0070K103,B3BQMF600",ACE,Chubb Ltd,NYSE,2/29/16,5/4/17,Property & Casualty Insurance,6331,USD,9/28/14,SWITZERLAND,197681,Insurance,None,ACE,N
CBAI,Healthcare,"21839P107,21839P206",None,"Cord Blood America, Inc.",OTCMKTS,None,5/15/17,Medical Laboratories & Research,8071,USD,4/18/16,"NEVADA, U.S.A",195132,Healthcare,None,None,N
CBAK,Conglomerates,"16936Y209,16936Y100,14986C102",None,"CBAK Energy Technology, Inc.",NASDAQ,None,5/22/17,Conglomerates,3690,USD,1/12/15,CHINA,196016,Electrical Equipment,None,None,N
CBAN,Financial,19623P101,None,COLONY BANKCORP INC,NASDAQ,None,5/2/17,Regional - Mid-Atlantic Banks,6022,USD,10/31/14,"GEORGIA, U.S.A",198897,Banking,None,None,N
CBAY,Healthcare,23257D103,None,"CymaBay Therapeutics, Inc.",NASDAQ,None,5/11/17,Drug Manufacturers - Other,2834,USD,1/16/16,"CALIFORNIA, U.S.A",196803,Pharmaceutical Products,None,None,N
CBB,Technology,"171,871,106,111,620,000",None,CINCINNATI BELL INC,NYSE,None,5/9/17,Telecom Services - Domestic,4813,USD,10/30/14,"OHIO, U.S.A",198867,Communication,None,None,N
CBDS,Services,90388D104,None,"Cannabis Sativa, Inc.",OTCMKTS,None,5/30/17,Personal Services,7200,USD,11/25/16,"NEVADA, U.S.A",124484,Personal Services,None,None,N
CBF,Financial,"139,794,101,139,794,000",None,Capital Bank Financial Corp.,NASDAQ,None,5/1/17,Credit Services,6021,USD,4/5/15,"FLORIDA, U.S.A",193067,Banking,None,None,N
CBFV,Financial,12479G101,None,"CB Financial Services, Inc.",NASDAQ,None,5/8/17,Asset Management,6022,USD,6/1/15,"PENNSYLVANIA, U.S.A",187747,Banking,None,None,N
CBG,Financial,"12504L109,12497T101",None,"CBRE GROUP, INC.",NYSE,None,5/10/17,Property Management,6500,USD,10/9/14,"CALIFORNIA, U.S.A",195838,Real Estate,None,None,N
CBI,Industrial Goods,167250109,None,CHICAGO BRIDGE & IRON CO N V,NYSE,None,5/10/17,General Contractors,1700,USD,10/1/14,NETHERLANDS,196941,Construction,None,None,N
CBIO,Healthcare,"87611R306,14888D109",TRGT,"CATALYST BIOSCIENCES, INC.",NASDAQ,11/7/15,5/11/17,Biotechnology,2834,USD,10/24/14,"CALIFORNIA, U.S.A",195964,Pharmaceutical Products,None,TRGT,N
CBIS,Healthcare,137648101,None,"CANNABIS SCIENCE, INC.",OTCMKTS,None,4/19/17,Drug Manufacturers - Other,2834,USD,4/19/17,"CALIFORNIA, U.S.A",124236,Pharmaceutical Products,None,None,N
CBK,Services,171046105,None,CHRISTOPHER & BANKS CORP,NYSE,None,5/31/17,Apparel Stores,5621,USD,12/28/14,"MINNESOTA, U.S.A",197841,Retail,None,None,N
CBKM,Financial,210509105,CBKM.OB,CONSUMERS BANCORP INC,OTCMKTS,None,5/15/17,Money Center Banks,6021,USD,5/22/15,"OHIO, U.S.A",197118,Banking,None,None,N
CBL,Financial,124830100,None,CBL & ASSOCIATES PROPERTIES INC,NYSE,None,5/10/17,REIT - Retail,6798,USD,5/4/15,"TENNESSEE, U.S.A",197581,Trading,None,None,N
CBLI,Healthcare,"185,860,103,185,860,000",None,CLEVELAND BIOLABS INC,NASDAQ,None,5/15/17,Biotechnology,8731,USD,12/16/14,"NEW YORK, U.S.A",194896,Business Services,None,None,N
CBM,Healthcare,132011107,None,CAMBREX CORP,NYSE,None,5/5/17,Biotechnology,2834,USD,10/14/14,"NEW JERSEY, U.S.A",198292,Pharmaceutical Products,None,None,N
CBMG,Services,15117P102,None,"Cellular Biomedicine Group, Inc.",NASDAQ,None,5/8/17,Business Services,2836,USD,9/11/15,"CALIFORNIA, U.S.A",194277,Pharmaceutical Products,None,None,N
CBMX,Healthcare,"20009T303,20009T501",None,CombiMatrix Corp,NASDAQ,None,5/12/17,Diagnostic Substances,8090,USD,1/12/15,"CALIFORNIA, U.S.A",194212,Healthcare,None,None,N
CBNT,None,None,CBNTD,"Cabinet Grow, Inc.",OTCMKTS,None,5/7/17,None,100,USD,11/1/16,"CALIFORNIA, U.S.A",124721,Agriculture,None,None,N
CBOE,Financial,12503M108,None,"CBOE Holdings, Inc.",NASDAQ,None,5/11/17,Diversified Investments,6200,USD,3/19/15,"ILLINOIS, U.S.A",194335,Trading,None,None,N
CBPO,Healthcare,16938C106,None,"China Biologic Products, Inc.",NASDAQ,None,5/4/17,Drugs - Generic,2836,USD,1/12/15,CHINA,194386,Pharmaceutical Products,None,None,N
CBPX,Industrial Goods,211171103,None,"Continental Building Products, Inc.",NYSE,None,5/6/17,General Building Materials,3270,USD,6/1/15,"VIRGINIA, U.S.A",186831,Construction Materials,None,None,N
CBRL,Services,"22410J106,12489V106",None,"CRACKER BARREL OLD COUNTRY STORE, INC",NASDAQ,None,5/23/17,Restaurants,5812,USD,10/23/14,"TENNESSEE, U.S.A",196527,"Restaraunts, Hotels, Motels",None,None,N
CBS,Services,"124857202,124857103,12490K107",None,CBS CORP,NYSE,None,5/4/17,Entertainment - Diversified,4833,USD,9/26/14,"NEW YORK, U.S.A",198331,Communication,None,None,N
CBSH,Financial,200525103,None,COMMERCE BANCSHARES INC,NASDAQ,None,5/6/17,Regional - Midwest Banks,6022,USD,10/29/14,"MISSOURI, U.S.A",199833,Banking,None,None,N
CBT,Industrial Goods,127055101,None,CABOT CORP,NYSE,None,5/8/17,Specialty Chemicals,2890,USD,10/6/14,"MASSACHUSETTS, U.S.A",199882,Chemicals,None,None,N
CBU,Financial,203607106,None,"COMMUNITY BANK SYSTEM, INC.",NYSE,None,5/10/17,Money Center Banks,6021,USD,10/13/14,"NEW YORK, U.S.A",198807,Banking,None,None,N
CBZ,Services,124805102,None,"CBIZ, Inc.",NYSE,None,5/6/17,Business Services,7389,USD,10/21/14,"OHIO, U.S.A",197267,Business Services,None,None,N
CC,Industrial Goods,"163,851,108,147,350,000",None,Chemours Co,NYSE,None,5/3/17,Specialty Chemicals,2800,USD,3/21/16,"DELAWARE, U.S.A",185003,Chemicals,None,None,N
CCBG,Financial,139674105,None,CAPITAL CITY BANK GROUP INC,NASDAQ,None,5/4/17,Regional - Mid-Atlantic Banks,6022,USD,1/13/15,"FLORIDA, U.S.A",198783,Banking,None,None,N
CCC,Industrial Goods,129603106,None,CALGON CARBON Corp,NYSE,None,5/9/17,Pollution & Treatment Controls,2810,USD,10/14/14,"PENNSYLVANIA, U.S.A",198344,Chemicals,None,None,N
CCCR,Financial,16891K103,None,China Commercial Credit Inc,NASDAQ,None,5/18/17,Credit Services,6021,USD,1/12/15,CHINA,191787,Banking,None,None,N
CCEL,Services,228895108,None,CRYO CELL INTERNATIONAL INC,OTCMKTS,None,4/13/17,"Services-Services, NEC",8090,USD,12/2/14,"FLORIDA, U.S.A",198034,Healthcare,None,None,N
CCF,Industrial Goods,16150R104,None,CHASE CORP,NYSEMKT,None,4/7/17,Industrial Equipment & Components,3640,USD,10/14/14,"MASSACHUSETTS, U.S.A",198221,Electrical Equipment,None,None,N
CCGI,Services,14074Y206,CCGI.OB,"Car Charging Group, Inc.",OTCMKTS,None,5/15/17,Personal Services,7200,USD,11/25/16,"FLORIDA, U.S.A",124440,Personal Services,None,None,N
CCI,Technology,"228227104,22822V101",None,CROWN CASTLE INTERNATIONAL CORP,NYSE,None,5/4/17,Diversified Communication Services,6798,USD,12/10/14,"TEXAS, U.S.A",196696,Trading,None,None,N
CCK,Consumer Goods,228368106,None,CROWN HOLDINGS INC,NYSE,None,4/28/17,Packaging & Containers,3411,USD,1/22/15,"PENNSYLVANIA, U.S.A",195446,Shipping Containers,None,None,N
CCL,Services,"143,658,300,143,658,000",None,CARNIVAL CORP,NYSE,None,3/30/17,Resorts & Casinos,4400,USD,1/22/15,"FLORIDA, U.S.A",198314,Shipping Containers,None,None,N
CCLP,Basic Materials,"20467A101,12637A103",GSJK,CSI Compressco LP,NASDAQ,11/13/15,5/9/17,Oil & Gas Pipelines,1389,USD,4/4/15,"TEXAS, U.S.A",193351,Coal,None,GSJK,N
CCMP,Technology,12709P103,None,CABOT MICROELECTRONICS CORP,NASDAQ,None,5/6/17,Semiconductor - Integrated Circuits,3674,USD,10/23/14,"ILLINOIS, U.S.A",196126,Electronic Equipment,None,None,N
CCN,Conglomerates,"318087103,31809H209,31809H100,14141X108","FNTCU,FNTC",CardConnect Corp.,NASDAQ,9/27/16,5/10/17,Conglomerates,6770,USD,1/27/16,"PENNSYLVANIA, U.S.A",171234,Trading,None,FNTC,N
CCNE,Financial,126128107,None,CNB FINANCIAL CORP,NASDAQ,None,5/6/17,Asset Management,6022,USD,1/8/15,"PENNSYLVANIA, U.S.A",198729,Banking,None,None,N
CCO,Services,18451C109,None,"Clear Channel Outdoor Holdings, Inc.",NYSE,None,5/4/17,Marketing Services,7310,USD,4/5/15,"TEXAS, U.S.A",194743,Business Services,None,None,N
CCOI,Technology,19239V302,None,"COGENT COMMUNICATIONS HOLDINGS, INC.",NASDAQ,None,5/5/17,Diversified Communication Services,4899,USD,11/5/14,"DISTRICT OF COLUMBIA, U.S.A",195739,Communication,None,None,N
CCOP,Technology,204510101,None,COMPETITIVE COMPANIES INC,OTCMKTS,None,5/15/17,Application Software,4813,USD,11/26/16,"TEXAS, U.S.A",124428,Communication,None,None,N
CCP,Financial,"141624106,Q2980K107",None,"Care Capital Properties, Inc.",NYSE,None,5/11/17,Property Management,6798,USD,3/22/16,"ILLINOIS, U.S.A",178296,Trading,None,None,N
CCRN,Services,227483104,None,CROSS COUNTRY HEALTHCARE INC,NASDAQ,None,5/6/17,Staffing & Outsourcing Services,7363,USD,10/24/14,"FLORIDA, U.S.A",195811,Business Services,None,None,N
CCS,Industrial Goods,"156,504,300,156,504,000",None,"Century Communities, Inc.",NYSE,None,5/6/17,Residential Construction,1531,USD,9/5/15,"COLORADO, U.S.A",187588,Construction,None,None,N
CCTC,Basic Materials,"18450P101,18450P200",None,Clean Coal Technologies Inc.,OTCMKTS,None,5/11/17,Independent Oil & Gas,1311,USD,11/21/16,"NEW YORK, U.S.A",124577,Coal,None,None,N
CCUR,Consumer Goods,206710402,None,CONCURRENT COMPUTER CORP,NASDAQ,None,5/15/17,Electronic Equipment,3571,USD,12/16/14,"GEORGIA, U.S.A",198668,Computers,None,None,N
CCXI,Healthcare,16383L106,None,"ChemoCentryx, Inc.",NASDAQ,None,5/10/17,Biotechnology,2834,USD,10/27/14,"CALIFORNIA, U.S.A",194690,Pharmaceutical Products,None,None,N
CDE,Basic Materials,"192108504,192108959,192108108,57N993AL4",CDM,"Coeur Mining, Inc.",NYSE,None,4/26/17,Silver,1040,USD,1/22/15,"ILLINOIS, U.S.A",199172,Precious Metals,None,None,N
CDEV,None,"82811P200,82811P101,15136A102,15136A110","SRAQU,SRAQ","Centennial Resource Development, Inc.",NASDAQ,None,5/11/17,None,6770,USD,3/24/17,"TEXAS, U.S.A",124302,Trading,None,None,N
CDI,Services,125071100,None,CDI CORP,NYSE,None,5/10/17,Staffing & Outsourcing Services,7363,USD,10/10/14,"PENNSYLVANIA, U.S.A",199866,Business Services,None,None,N
CDK,Technology,1.25E+105,None,"CDK Global, Inc.",NASDAQ,None,5/2/17,Business Software & Services,7389,USD,9/4/15,"ILLINOIS, U.S.A",187932,Business Services,None,None,N
CDNA,Healthcare,14167L103,None,"CareDx, Inc.",NASDAQ,None,6/9/17,Medical Laboratories & Research,8071,USD,2/8/16,"CALIFORNIA, U.S.A",187692,Healthcare,None,None,N
CDNS,Technology,127387108,None,CADENCE DESIGN SYSTEMS INC,NASDAQ,None,4/25/17,Application Software,7372,USD,3/20/15,"CALIFORNIA, U.S.A",198336,Business Services,None,None,N
CDOR,Financial,"868526104,868526401,20676Y106,86852R108,20676Y403",SPPR,"CONDOR HOSPITALITY TRUST, INC.",NASDAQ,11/14/15,5/15/17,REIT - Diversified,6798,USD,11/4/14,"NEBRASKA, U.S.A",197360,Trading,None,SPPR,N
CDR,Financial,"150,602,209,150,602,000",None,"CEDAR REALTY TRUST, INC.",NYSE,None,5/5/17,REIT - Retail,6798,USD,12/4/14,"NEW YORK, U.S.A",198625,Trading,None,None,N
CDTI,Industrial Goods,"18449C401,18449C500",None,CLEAN DIESEL TECHNOLOGIES INC,NASDAQ,None,5/16/17,Pollution & Treatment Controls,3564,USD,2/8/16,"CALIFORNIA, U.S.A",197218,Machinery,None,None,N
CDTX,Healthcare,171757107,None,"Cidara Therapeutics, Inc.",NASDAQ,None,5/10/17,Drugs - Generic,2836,USD,3/22/16,"CALIFORNIA, U.S.A",176112,Pharmaceutical Products,None,None,N
CDW,Services,12514G108,None,CDW Corp,NASDAQ,None,5/4/17,"Specialty Retail, Other",5961,USD,3/19/15,"ILLINOIS, U.S.A",193977,Retail,None,None,N
CDXC,Healthcare,"171,077,100,171,077,000",CDXC.OB,ChromaDex Corp.,NASDAQ,None,5/11/17,Drug Manufacturers - Major,2833,USD,11/11/16,"CALIFORNIA, U.S.A",194170,Pharmaceutical Products,None,None,N
CDXI,Healthcare,14141D102,None,"CARDAX, INC.",OTCMKTS,None,5/15/17,Biotechnology,5810,USD,11/25/16,"HAWAII, U.S.A",124471,"Restaraunts, Hotels, Motels",None,None,N
CDXS,Industrial Goods,192005106,None,CODEXIS INC,NASDAQ,None,5/9/17,Specialty Chemicals,2860,USD,12/16/14,"CALIFORNIA, U.S.A",195488,Chemicals,None,None,N
CDZI,Utilities,127537207,None,CADIZ INC,NASDAQ,None,5/9/17,Water Utilities,4941,USD,10/31/14,"CALIFORNIA, U.S.A",198778,Utilities,None,None,N
CE,Basic Materials,150870103,DG3,Celanese Corp,NYSE,None,4/18/17,Chemicals - Major Diversified,2820,USD,10/8/14,"TEXAS, U.S.A",194996,Chemicals,None,None,N
CECE,Industrial Goods,125141101,None,CECO ENVIRONMENTAL CORP,NASDAQ,None,5/10/17,Pollution & Treatment Controls,3564,USD,9/23/14,"OHIO, U.S.A",199985,Machinery,None,None,N
CECO,Services,141665109,None,CAREER EDUCATION CORP,NASDAQ,None,5/3/17,Education & Training Services,8200,USD,10/22/14,"ILLINOIS, U.S.A",196742,Personal Services,None,None,N
CEI,Basic Materials,"549,333,201,549,333,000",LEI,"CAMBER ENERGY, INC.",NYSEMKT,1/14/17,2/15/17,Independent Oil & Gas,1311,USD,12/11/15,"TEXAS, U.S.A",194976,Coal,None,LEI,N
CELG,Healthcare,151020104,None,CELGENE CORP,NASDAQ,None,4/27/17,Biotechnology,2834,USD,9/26/14,"NEW JERSEY, U.S.A",198310,Pharmaceutical Products,None,None,N
CELP,Basic Materials,232751107,None,"Cypress Energy Partners, L.P.",NYSE,None,5/15/17,Independent Oil & Gas,1389,USD,5/25/15,"OKLAHOMA, U.S.A",186026,Coal,None,None,N
CEMI,Healthcare,163572209,None,"CHEMBIO DIAGNOSTICS, INC.",NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,12/16/14,"NEW YORK, U.S.A",196271,Pharmaceutical Products,None,None,N
CEMP,Healthcare,15130J109,None,"CEMPRA, INC.",NASDAQ,None,4/28/17,Biotechnology,2834,USD,2/24/15,"NORTH CAROLINA, U.S.A",193254,Pharmaceutical Products,None,None,N
CENT,Services,"153,527,106,153,527,000",CENTA,CENTRAL GARDEN & PET CO,NASDAQ,None,5/4/17,Publishing - Books,5190,USD,3/20/15,"CALIFORNIA, U.S.A",197778,Wholesale,None,None,N
CENX,Basic Materials,156431108,None,CENTURY ALUMINUM CO,NASDAQ,None,5/9/17,Aluminum,3334,USD,11/4/14,"ILLINOIS, U.S.A",197222,Steel Works Etc,None,None,N
CEQP,Services,"226,344,208,226,344,000,000,000,000",None,Crestwood Equity Partners LP,NYSE,None,5/4/17,"Specialty Retail, Other",5960,USD,11/24/16,"TEXAS, U.S.A",124492,Retail,None,None,N
CERC,Healthcare,15671L109,CERCU,Cerecor Inc.,NASDAQ,None,5/10/17,Biotechnology,2834,USD,4/13/16,"MARYLAND, U.S.A",157082,Pharmaceutical Products,None,None,N
CERN,Technology,"156782104,30273U613",None,CERNER CORP,NASDAQ,None,4/28/17,Healthcare Information Services,7373,USD,9/24/14,"MISSOURI, U.S.A",198397,Computers,None,None,N
CERS,Industrial Goods,157085101,None,CERUS CORP,NASDAQ,None,6/1/17,Diversified Machinery,3841,USD,12/16/14,"CALIFORNIA, U.S.A",197015,Medical Equipment,None,None,N
CERU,Healthcare,15708Q105,None,Cerulean Pharma Inc.,NASDAQ,None,6/13/17,Drug Manufacturers - Other,2834,USD,6/1/15,"MASSACHUSETTS, U.S.A",187712,Pharmaceutical Products,None,None,N
CESX,Industrial Goods,12517U104,None,"CES Synergies, Inc.",OTCMKTS,None,5/15/17,Waste Management,4955,USD,11/25/16,"FLORIDA, U.S.A",124437,Almost Nothing,None,None,N
CETV,Services,G20045202,None,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,NASDAQ,None,4/26/17,Broadcasting - TV,4833,USD,9/22/15,CZECH REPUBLIC,197397,Communication,None,None,N
CETX,Industrial Goods,"15130G204,15130G303",CTEI,CEMTREX INC,NASDAQ,None,5/11/17,Diversified Machinery,3829,USD,4/14/16,"NEW YORK, U.S.A",193510,Measuring and Control Equipment,None,None,N
